,tid,uid,lon,lat,distance,id_location
2,12085,128,116.09323329999998,39.9994699,63.29735227956232,2112871626.0
3,12088,128,116.0935233,39.9995583,65.73096021247152,2112871626.0
0,5780,41,116.10213,39.8857083,71.46736516247557,5402921192.0
1,5782,41,116.10138159999998,39.8857099,78.79837217925662,5402921192.0
0,3324,24,116.191381,39.923518,431.60741843484516,6390227806.0
0,10894,122,116.172,39.98871,16.932655110240816,6649248385.0
0,5780,41,116.0463866,39.975545,627.8155735510359,7890264752.0
0,5289,39,116.177752,39.762734,398.4954120848998,8073272029.0
0,5289,39,116.166271,39.764971,556.1260440857573,8382763903.0
0,3324,24,116.191381,39.923418,170.33449553350172,271362942.0
0,5780,41,116.10213,39.8882883,92.59028246594879,537178921.0
1,5782,41,116.10138159999998,39.8882883,97.89612747059168,537178921.0
0,10894,122,116.177244,39.988798,10.22019853814431,625875862.0
0,5289,39,116.166271,39.764971,555.2411289890314,865521872.0
0,12085,128,116.14705159999998,40.0670949,39.34718931931414,4564113107.0
1,12088,128,116.1467433,40.0669766,45.17872439404854,4564113107.0
0,12085,128,116.1155399,40.0661483,38.814320520435075,4564113110.0
1,12088,128,116.1151233,40.0659466,115.0332120896011,4564113110.0
0,2713,17,116.079295,40.2708166,204.35426088728815,7798843654.0
1,2714,17,116.0792783,40.2708233,208.7259171913906,7798843654.0
2,5274,39,116.07941,40.271162,234.132877729467,7798843654.0
3,5320,39,116.079768,40.270903,198.44533617900024,7798843654.0
0,5274,39,116.116561,40.232819,573.2429512748881,7798847270.0
1,5791,41,116.1164883,40.2327999,572.3593525050591,7798847270.0
2,5792,41,116.11665990000002,40.2327783,572.6647502358194,7798847270.0
0,2713,17,116.05687,40.2931683,197.02210426358948,7843554046.0
1,2714,17,116.0574633,40.2932216,173.12779365223108,7843554046.0
0,2713,17,116.1348133,40.2411549,445.3806494588917,832499646.0
1,2714,17,116.1348633,40.2411449,443.87132588618925,832499646.0
2,3885,25,116.1381233,40.24879489999999,350.45234799452356,832499646.0
3,5320,39,116.136261,40.241315,445.4190008564086,832499646.0
4,5791,41,116.1379033,40.2407016,764.577041994409,832499646.0
0,2713,17,116.1338283,40.2410533,342.5568701396388,832499659.0
1,2714,17,116.1340216,40.2410616,341.30371949578307,832499659.0
2,3885,25,116.14112659999998,40.24879489999999,426.21283192897874,832499659.0
3,5320,39,116.134532,40.241315,344.5145371932703,832499659.0
4,5791,41,116.1358649,40.2395283,660.7370264422009,832499659.0
5,5792,41,116.1396733,40.2395083,722.3699351798608,832499659.0
0,2713,17,116.1347383,40.2408333,367.2616145540501,832499660.0
1,2714,17,116.1348633,40.24078660000001,365.67997366318826,832499660.0
2,3885,25,116.14112659999998,40.24879489999999,407.8641495381482,832499660.0
3,5320,39,116.136261,40.241315,369.26668161110507,832499660.0
4,5791,41,116.1366816,40.2395283,689.3374946197747,832499660.0
5,5792,41,116.1396733,40.2396383,742.9299592058628,832499660.0
0,2713,17,116.1347383,40.2405816,321.76366178690427,832499670.0
1,2714,17,116.1348633,40.24069,319.9204264892905,832499670.0
2,3885,25,116.14112659999998,40.24879489999999,445.2964073781052,832499670.0
3,5320,39,116.136261,40.240693,327.6974126211114,832499670.0
4,5791,41,116.1362666,40.2390266,646.2018386227347,832499670.0
5,5792,41,116.1396733,40.23909329999999,697.311737562586,832499670.0
0,2713,17,116.12446,40.2444216,191.07352177461905,852437808.0
1,2714,17,116.1245149,40.2444899,233.04791489239014,852437808.0
2,5274,39,116.125207,40.239173,72.21264691190818,852437808.0
3,5320,39,116.125465,40.245289,246.5892977603807,852437808.0
4,5791,41,116.13093159999998,40.2390416,408.7903815134257,852437808.0
5,5792,41,116.1309349,40.2390833,414.55053512094025,852437808.0
0,12085,128,116.1155399,40.0661483,46.35507081418663,890588022.0
1,12088,128,116.1151233,40.0659466,111.5835084427763,890588022.0
0,12085,128,116.14705159999998,40.0670949,41.04713549682203,890588029.0
1,12088,128,116.1467433,40.0669766,56.45413549695313,890588029.0
0,12085,128,116.1739399,40.0670266,50.900509471599406,890592405.0
1,12088,128,116.1738966,40.0669899,75.51746453102496,890592405.0
0,3939,25,116.3187533,39.7136649,47.44710404875068,2351141827.0
1,5724,41,116.3165616,39.7224983,690.6463900936453,2351141827.0
2,5798,41,116.31650659999998,39.7225266,701.6430461481068,2351141827.0
3,14671,144,116.319611,39.714684000000005,26.124611502011746,2351141827.0
4,14673,144,116.318953,39.713956,14.059580759094612,2351141827.0
0,5720,41,116.3074316,39.6648899,346.6957563085117,5428310397.0
1,5723,41,116.30738999999998,39.6727416,566.519383000539,5428310397.0
2,5724,41,116.3059133,39.6726399,563.9052618051269,5428310397.0
3,5726,41,116.3059349,39.6727033,561.1898065279432,5428310397.0
4,5727,41,116.3073116,39.6648983,353.07604577180234,5428310397.0
5,5746,41,116.30743490000002,39.6648383,351.6139825377622,5428310397.0
6,5749,41,116.30737990000002,39.6648749,347.3668326315224,5428310397.0
7,5754,41,116.3073783,39.6649233,342.89160253759445,5428310397.0
8,5766,41,116.3068433,39.6649466,349.28932679119305,5428310397.0
9,5767,41,116.3073866,39.6648599,350.5974209701431,5428310397.0
10,5768,41,116.3073433,39.6649366,343.32147434953725,5428310397.0
11,5794,41,116.31802659999998,39.6626766,378.2113723467189,5428310397.0
12,5795,41,116.318105,39.6627816,387.995700730313,5428310397.0
13,5798,41,116.3073649,39.6726899,564.1871466199086,5428310397.0
14,5799,41,116.3069616,39.6727049,564.4139075143344,5428310397.0
15,5819,41,116.30742,39.6648533,348.83057466510235,5428310397.0
16,5820,41,116.3073733,39.6727866,567.7388388158696,5428310397.0
0,5720,41,116.3194716,39.6784349,471.5818411895771,5441516142.0
1,5723,41,116.3092766,39.6800983,573.1529786841718,5441516142.0
2,5724,41,116.30715159999998,39.6801216,577.2575393371435,5441516142.0
3,5726,41,116.3092933,39.6801599,572.8406823062994,5441516142.0
4,5727,41,116.3198216,39.67871160000001,486.8802124092141,5441516142.0
5,5746,41,116.3092999,39.6785,487.8800984512227,5441516142.0
6,5749,41,116.3196216,39.67857,477.80973012704663,5441516142.0
7,5754,41,116.3196383,39.67844829999999,479.49003600396,5441516142.0
8,5766,41,116.3196033,39.6786133,476.0775114702871,5441516142.0
9,5767,41,116.3197966,39.678641600000006,483.174111186864,5441516142.0
10,5768,41,116.3195616,39.6785883,468.0113208667043,5441516142.0
11,5794,41,116.3195166,39.6785349,477.8282547447886,5441516142.0
12,5795,41,116.3198066,39.6785733,484.1407981714794,5441516142.0
13,5798,41,116.3092416,39.6800749,574.5315945002762,5441516142.0
14,5799,41,116.30929,39.6799666,571.5979998261737,5441516142.0
15,5819,41,116.3092599,39.678616600000005,482.7814001828476,5441516142.0
16,5820,41,116.3092499,39.6801233,575.483478246023,5441516142.0
17,7537,66,116.322605,39.69021,794.245105665765,5441516142.0
0,7537,66,116.325932,39.74638,18.70602103962411,5444440441.0
0,5724,41,116.3165783,39.7395783,128.82038857715253,6072250097.0
1,5798,41,116.3164616,39.7395349,123.36214789338396,6072250097.0
2,7537,66,116.326148,39.748763,739.0838618291187,6072250097.0
0,5724,41,116.3165783,39.7399833,201.2567910889505,6072250098.0
1,5798,41,116.3164616,39.7399233,195.94332626938527,6072250098.0
2,7537,66,116.326148,39.748708,660.9932397338592,6072250098.0
0,5724,41,116.3165949,39.7387033,422.0663056757983,6072250099.0
1,5798,41,116.3164616,39.73864329999999,330.2491347199465,6072250099.0
2,7537,66,116.326148,39.748708,580.3867232120492,6072250099.0
0,3939,25,116.3187533,39.7141782,98.84804185366201,6817368518.0
1,5724,41,116.3150566,39.7222466,642.4759670837924,6817368518.0
2,5798,41,116.3149933,39.7222399,646.3920166202565,6817368518.0
3,14671,144,116.319611,39.714684000000005,146.36253231194465,6817368518.0
4,14673,144,116.318953,39.714705,139.5495260877846,6817368518.0
0,5724,41,116.31697,39.7384533,779.4384118464824,7860703073.0
1,5798,41,116.31697,39.7383899,778.396194721809,7860703073.0
2,7537,66,116.326383,39.736935,579.2331718258595,7860703073.0
0,5724,41,116.3192449,39.7248099,470.1524048951344,7860703074.0
1,5798,41,116.3192849,39.7249633,467.20086843955477,7860703074.0
2,7537,66,116.33323500000002,39.730392,581.7721786107047,7860703074.0
0,3939,25,116.3187533,39.7147566,324.5255047002074,7860703075.0
1,5724,41,116.3175166,39.7227649,596.0700679782464,7860703075.0
2,5798,41,116.3176049,39.7228349,606.2257471765317,7860703075.0
3,14671,144,116.319611,39.715899,284.4617651508482,7860703075.0
4,14673,144,116.318953,39.714705,294.0453911467834,7860703075.0
0,5724,41,116.3115899,39.7042833,67.91535089971107,7860703076.0
1,5798,41,116.3115333,39.704285,64.04975011895498,7860703076.0
0,3939,25,116.3947916,39.6613299,23.207808517535458,8445004257.0
1,14671,144,116.394722,39.661943,56.88435069100836,8445004257.0
2,14673,144,116.394256,39.661521,20.243258098081455,8445004257.0
0,3939,25,116.4761116,39.6126883,84.25897108760071,8455171488.0
1,14671,144,116.4755,39.612474,30.337994848648204,8455171488.0
2,14673,144,116.475039,39.612908,37.927801986389746,8455171488.0
0,7537,66,116.325932,39.746192,19.357888083992766,128511305.0
0,5720,41,116.3074316,39.6648899,281.68290550010175,508157319.0
1,5723,41,116.30738999999998,39.6727416,366.7747089137519,508157319.0
2,5724,41,116.3051583,39.6725916,364.90066199615563,508157319.0
3,5726,41,116.3049966,39.6726716,363.48729607901106,508157319.0
4,5727,41,116.3073116,39.6648983,290.1590738367493,508157319.0
5,5746,41,116.30743490000002,39.6648383,286.11085030411977,508157319.0
6,5749,41,116.30737990000002,39.6648749,284.30592766658276,508157319.0
7,5754,41,116.3073783,39.6649233,278.0601301152727,508157319.0
8,5766,41,116.3068433,39.6649466,282.00665820821075,508157319.0
9,5767,41,116.3073866,39.6648599,282.8252098180541,508157319.0
10,5768,41,116.3073433,39.6649366,282.8460654821151,508157319.0
11,5794,41,116.3181483,39.6649716,470.93980101833375,508157319.0
12,5795,41,116.3182133,39.6650833,478.29861228984294,508157319.0
13,5798,41,116.3073649,39.6726899,366.1169853509305,508157319.0
14,5799,41,116.3069616,39.6727049,365.18535248759366,508157319.0
15,5819,41,116.30742,39.6648533,281.82616343848645,508157319.0
16,5820,41,116.3073733,39.6727866,369.6059661861879,508157319.0
0,5724,41,116.3165949,39.7479483,780.9544257074753,564869812.0
1,5798,41,116.3164616,39.7477616,779.1487090403587,564869812.0
2,7537,66,116.325932,39.744677,34.698219239560366,564869812.0
0,5724,41,116.3165783,39.7508616,778.936585853896,564869817.0
1,5798,41,116.31660829999998,39.7507899,776.2822497060941,564869817.0
2,7537,66,116.325932,39.747193,49.345727371876016,564869817.0
0,5724,41,116.3165949,39.7488083,780.7184065817845,564869820.0
1,5798,41,116.3166183,39.7487683,777.802655165878,564869820.0
2,7537,66,116.325932,39.745145,45.22959246575996,564869820.0
0,3939,25,116.2964366,39.7460033,643.5449113886531,565099756.0
1,14671,144,116.29764,39.74247,342.4572897902878,565099756.0
2,14673,144,116.297115,39.742244,355.33551334169704,565099756.0
0,5724,41,116.3165783,39.7409349,443.611144187634,569336068.0
1,5798,41,116.3164616,39.7409466,428.2609401003824,569336068.0
2,7537,66,116.326133,39.748708,433.1431109664709,569336068.0
0,2712,17,116.3011683,39.7254983,732.1883399659746,690500386.0
1,7537,66,116.299767,39.727083,516.17472481393,690500386.0
0,3131,22,116.276824,39.840367,460.59417369033525,124205138.0
1,5720,41,116.2771466,39.84013,426.36179671316864,124205138.0
2,5723,41,116.2773666,39.8400549,422.9783382184471,124205138.0
3,5727,41,116.2734749,39.840115,192.2961941628357,124205138.0
4,5735,41,116.275405,39.8473799,538.7016371422625,124205138.0
5,5737,41,116.2773183,39.8401233,423.62163983288036,124205138.0
6,5742,41,116.2734349,39.8453816,471.1449649340011,124205138.0
7,5750,41,116.2771449,39.8401316,445.4206596672334,124205138.0
8,5754,41,116.2771633,39.8401499,438.8753848948639,124205138.0
9,5762,41,116.2735666,39.8401083,360.1496193926033,124205138.0
10,5768,41,116.2771166,39.8401366,446.3076022504046,124205138.0
11,5774,41,116.27715659999998,39.84023,440.53435067248756,124205138.0
12,5776,41,116.2773533,39.8436583,429.18966441927194,124205138.0
13,5786,41,116.2773466,39.8402433,438.0891675976824,124205138.0
14,5794,41,116.2769433,39.8401483,436.0676182935582,124205138.0
15,5795,41,116.2774549,39.84009,421.6784827709067,124205138.0
16,5798,41,116.2770583,39.84012,429.99343137513387,124205138.0
17,5799,41,116.2773449,39.84019,427.43274832831,124205138.0
18,5801,41,116.2773933,39.84019,417.2493188201397,124205138.0
19,5819,41,116.27713,39.8402633,443.6392154409472,124205138.0
20,14671,144,116.27524,39.843167,83.44512192575723,124205138.0
21,14673,144,116.275843,39.843709,74.70222358931069,124205138.0
0,124,0,116.418956,39.901383,21.437615361373446,269996666.0
1,692,3,116.418956,39.901383,21.437615361373446,269996666.0
2,1043,4,116.418991,39.902511,74.87663928734695,269996666.0
3,2713,17,116.4164899,39.8957266,326.87293069561025,269996666.0
4,2714,17,116.4209616,39.8950833,320.7571567506528,269996666.0
5,5817,41,116.4136449,39.8991733,82.42548242210296,269996666.0
6,7537,66,116.414435,39.907058,569.7189291971297,269996666.0
7,7539,66,116.417588,39.899417,267.69141378508635,269996666.0
8,8852,84,116.412306,39.899833,176.03911866700963,269996666.0
9,8856,84,116.41401299999998,39.906898,538.1428750093423,269996666.0
10,8861,84,116.411791,39.900132,785.7587748820883,269996666.0
11,8864,84,116.429609,39.900156,762.5081004626097,269996666.0
12,8865,84,116.429797,39.900943,773.225426845147,269996666.0
13,8872,84,116.421007,39.895025,323.5279361880212,269996666.0
14,14673,144,116.413975,39.900408,93.24105513950629,269996666.0
0,2707,17,116.3074149,40.02406989999999,379.4255783963361,290600755.0
1,3135,22,116.311368,40.029686,659.0720745043893,290600755.0
2,3142,22,116.311275,40.029276,697.9569840368989,290600755.0
3,3316,24,116.304018,40.024073,25.51157671122535,290600755.0
4,3317,24,116.306991,40.024372,367.5464165464454,290600755.0
5,3319,24,116.297443,40.024623,387.32600445702883,290600755.0
6,3321,24,116.30752,40.036213,630.0933654401418,290600755.0
7,3323,24,116.303988,40.023973,11.721551779222473,290600755.0
8,3324,24,116.304069,40.024174,3.6512666183795823,290600755.0
9,3325,24,116.30735,40.036083000000005,622.3043215908385,290600755.0
10,3326,24,116.297344,40.024174,390.24010753741663,290600755.0
11,3327,24,116.304014,40.024048,23.96286142889007,290600755.0
12,3328,24,116.308826,40.0316,519.4864190512802,290600755.0
13,3915,25,116.2969466,40.0332049,423.9196973092932,290600755.0
14,3916,25,116.30292,40.0337383,306.779406264318,290600755.0
15,5276,39,116.306746,40.024275,460.7713441552749,290600755.0
16,5282,39,116.304032,40.024016,49.995260388352555,290600755.0
17,5285,39,116.303049,40.025081,10.092648551612227,290600755.0
18,5289,39,116.304061,40.02405,15.603612697509957,290600755.0
19,5322,39,116.304084,40.024007,14.714172351408005,290600755.0
20,8657,82,116.311106,40.030114000000005,663.7159145215462,290600755.0
21,8658,82,116.311063,40.029938,700.1144312118452,290600755.0
22,8659,82,116.311017,40.029616,709.0388792620919,290600755.0
23,8660,82,116.310958,40.029506,698.2808009282801,290600755.0
24,8661,82,116.311058,40.029547,701.278593769939,290600755.0
25,8663,82,116.310987,40.029885,704.2738477912451,290600755.0
26,8664,82,116.311133,40.029586,706.9321267584742,290600755.0
27,8665,82,116.310881,40.029616,698.9380499927046,290600755.0
28,8666,82,116.310427,40.029687,670.0744486901838,290600755.0
29,8667,82,116.311077,40.029686,693.8418841875118,290600755.0
30,9206,85,116.311117,40.029764,683.6194585397639,290600755.0
31,9213,85,116.311426,40.034346,657.6887591826977,290600755.0
32,9218,85,116.311614,40.029729,696.4114971787344,290600755.0
33,9219,85,116.311228,40.030377,717.9764202752566,290600755.0
34,9220,85,116.312165,40.029991,718.0157113393303,290600755.0
35,9222,85,116.311491,40.029979,704.3548429563447,290600755.0
36,9223,85,116.311942,40.029563,690.3102316819817,290600755.0
37,9224,85,116.311361,40.030282,711.7790314913973,290600755.0
38,9226,85,116.31136200000002,40.029998,702.8466203629097,290600755.0
39,9228,85,116.311199,40.029884,695.305488716846,290600755.0
40,9229,85,116.311594,40.030049,692.8777618912204,290600755.0
41,9230,85,116.311076,40.031848,702.3131739624946,290600755.0
42,9231,85,116.311481,40.0302,678.2196701228318,290600755.0
43,9233,85,116.311115,40.030595,692.3661107495635,290600755.0
44,9234,85,116.31108,40.030053,699.1811351774475,290600755.0
45,9236,85,116.311214,40.029629,704.5460431914311,290600755.0
46,12037,128,116.3109716,40.0303133,677.3604373641679,290600755.0
47,12041,128,116.3109683,40.0303316,688.0554005245617,290600755.0
48,12055,128,116.3112483,40.0296533,675.6719774680606,290600755.0
49,12061,128,116.3144866,40.0296233,742.9264487902581,290600755.0
50,12070,128,116.3142766,40.0293883,722.5061041514632,290600755.0
51,12071,128,116.31100829999998,40.0294633,698.0458171738986,290600755.0
52,12074,128,116.3118116,40.0301866,701.90060053908,290600755.0
53,12075,128,116.3112199,40.0304016,699.2854395667342,290600755.0
54,12077,128,116.3108883,40.0293916,686.2345049561781,290600755.0
55,12078,128,116.3116683,40.0304633,690.830088003178,290600755.0
56,12079,128,116.3107916,40.0299199,679.2719988535836,290600755.0
57,16976,155,116.310761,40.02939,684.4874613478889,290600755.0
58,16977,155,116.311077,40.029448,706.3811761122683,290600755.0
59,16978,155,116.310967,40.029729,701.6542049154838,290600755.0
0,1033,4,116.39638,39.967263,33.429885140450764,294121375.0
1,2708,17,116.39648,39.9665099,8.332940253920668,294121375.0
2,2712,17,116.39648,39.9620149,15.806807368013311,294121375.0
3,2713,17,116.3963933,39.962135,21.870701093611206,294121375.0
4,2714,17,116.3963883,39.9621833,2.519381144037837,294121375.0
5,2716,17,116.3964166,39.9620233,9.633965961630219,294121375.0
6,2717,17,116.39637659999998,39.963565,25.335725485604513,294121375.0
7,2718,17,116.3965699,39.9674083,20.26191116468976,294121375.0
8,3151,22,116.396849,39.96756,50.271312211198314,294121375.0
9,3941,25,116.3964033,39.9610416,402.427662148083,294121375.0
10,3944,25,116.3964633,39.9614799,415.8607261105769,294121375.0
11,3945,25,116.396375,39.9613416,17.411982944481245,294121375.0
12,3947,25,116.3965766,39.9612216,405.41776533555964,294121375.0
13,3948,25,116.3963783,39.9610833,17.3629577128642,294121375.0
14,3949,25,116.3997033,39.961391600000006,418.9973607690604,294121375.0
15,3950,25,116.4011133,39.9611199,66.48150424618237,294121375.0
16,3952,25,116.3964766,39.961055,415.94613329062474,294121375.0
17,3955,25,116.3963983,39.9665816,27.59108566143902,294121375.0
18,3956,25,116.3965733,39.9610916,403.96411584427267,294121375.0
19,3957,25,116.3963983,39.962145,33.16357695347533,294121375.0
20,3959,25,116.4003483,39.9612133,408.78250916148926,294121375.0
21,3960,25,116.3963933,39.961125,64.72989652554892,294121375.0
22,3962,25,116.3967233,39.9610333,407.1037246709166,294121375.0
23,3964,25,116.3964066,39.966505,20.899184591216066,294121375.0
24,3967,25,116.3964283,39.96104,402.05918807521465,294121375.0
25,3969,25,116.3963883,39.9610083,4.656734547613342,294121375.0
26,3971,25,116.3964833,39.961205,411.5027479167349,294121375.0
27,3972,25,116.4005466,39.9613083,33.37804931288004,294121375.0
28,4433,30,116.396418,39.967284,24.566601771755646,294121375.0
29,7903,68,116.411257,39.9621,468.7568218768712,294121375.0
30,7914,68,116.411516,39.962023,491.1469505154481,294121375.0
31,7925,68,116.41141,39.961961,487.2441881113248,294121375.0
32,7928,68,116.411321,39.962017,485.84565792341016,294121375.0
33,8865,84,116.40071299999998,39.961114,352.80156010271156,294121375.0
34,8867,84,116.396938,39.967314,27.294526937255913,294121375.0
35,10892,122,116.398299,39.960922,349.0331013806161,294121375.0
36,10893,122,116.396389,39.96581,276.60336697609426,294121375.0
37,10894,122,116.39861,39.967515,483.23429497609754,294121375.0
38,12027,128,116.3973266,39.9674266,44.03916617870674,294121375.0
39,14664,144,116.411218,39.962078000000005,648.7366409242403,294121375.0
40,14666,144,116.411788,39.962746,514.4918992371827,294121375.0
41,14667,144,116.401414,39.960712,21.776539377108115,294121375.0
42,14668,144,116.397442,39.967363,35.32076079669562,294121375.0
43,15465,153,116.396439,39.967448,22.26536747003668,294121375.0
44,15466,153,116.396469,39.967392,20.248065685620507,294121375.0
45,15467,153,116.396486,39.967375,3.154645113625565,294121375.0
46,15476,153,116.396399,39.967509,24.093605187231397,294121375.0
47,15477,153,116.396415,39.967429,24.420147079337717,294121375.0
48,15488,153,116.396434,39.967435,25.010670689866007,294121375.0
0,1004,4,116.268042,39.92657,300.33317736945054,321939663.0
1,2712,17,116.2682583,39.9260833,272.73616146096805,321939663.0
2,3324,24,116.267929,39.926555,272.98200100226944,321939663.0
3,3958,25,116.2651499,39.93057329999999,406.76347689453223,321939663.0
4,5282,39,116.268084,39.926492,298.488910356071,321939663.0
5,5289,39,116.268064,39.927031,296.122358963851,321939663.0
6,5738,41,116.2679683,39.9261566,272.93335743865686,321939663.0
7,5752,41,116.2677616,39.926190000000005,309.2286978973674,321939663.0
8,5753,41,116.2680283,39.9262283,289.8754840408975,321939663.0
9,5756,41,116.2680483,39.92614329999999,288.5667137313953,321939663.0
10,5760,41,116.2680749,39.92613660000001,176.57292217611817,321939663.0
11,5761,41,116.2680716,39.9262216,282.7591542493517,321939663.0
12,5763,41,116.2691299,39.92609829999999,168.59590873365485,321939663.0
13,5766,41,116.2682399,39.9261216,271.6266195961527,321939663.0
14,5791,41,116.2681766,39.92609,275.3249561121431,321939663.0
15,5792,41,116.2680583,39.92614329999999,283.7150357902372,321939663.0
16,7897,68,116.26746599999998,39.926144,253.9810155162464,321939663.0
0,2714,17,116.4160916,40.0319299,484.32022082446207,340262247.0
1,2715,17,116.4030899,40.0260816,678.2564097168405,340262247.0
2,2719,17,116.4030716,40.0258416,663.1990489698239,340262247.0
3,5268,39,116.41001599999998,40.022042,13.629734379374332,340262247.0
4,5273,39,116.409929,40.022373,5.152210528245185,340262247.0
5,5278,39,116.410328,40.02197,44.691804493038454,340262247.0
6,5281,39,116.410087,40.022083,7.209251505913296,340262247.0
7,5284,39,116.409881,40.021856,21.043241561065475,340262247.0
8,5291,39,116.409953,40.022428000000005,18.85992628678998,340262247.0
9,5293,39,116.410209,40.021995,5.865293056181185,340262247.0
10,5295,39,116.410492,40.022138,28.894829689901947,340262247.0
11,5297,39,116.409453,40.023636,19.764962487521103,340262247.0
12,5298,39,116.410158,40.02204,4.158572348233846,340262247.0
13,5299,39,116.40982,40.021886,11.981846910987977,340262247.0
14,5300,39,116.410004,40.022348,8.791391653194248,340262247.0
15,5301,39,116.409898,40.022663,16.363650535036054,340262247.0
16,5303,39,116.409735,40.022508,9.224478282881138,340262247.0
17,5306,39,116.410222,40.022492,14.584630422368047,340262247.0
18,5308,39,116.409949,40.022342,20.538404294906254,340262247.0
19,5309,39,116.410149,40.022465,7.86749169537296,340262247.0
20,5310,39,116.409738,40.022029,3.635328193531856,340262247.0
21,5312,39,116.409622,40.022187,18.37522925633259,340262247.0
22,5313,39,116.410021,40.022536,18.12126886490953,340262247.0
23,8667,82,116.409811,40.021884,12.540302279840386,340262247.0
24,8865,84,116.403097,40.026333,674.5608104961517,340262247.0
25,14667,144,116.411627,40.027135,12.826472101671332,340262247.0
26,16979,155,116.411424,40.021957,1.3938033442605045,340262247.0
0,82,0,116.368188,39.906148,775.7135540044911,342799184.0
1,650,3,116.368188,39.906148,775.7135540044911,342799184.0
2,2712,17,116.36767659999998,39.8995849,672.28137187085,342799184.0
3,2714,17,116.3675733,39.899715,682.2038298230052,342799184.0
4,4397,30,116.35073,39.896526,544.2985431628063,342799184.0
5,4443,30,116.356807,39.89643,229.11815691501667,342799184.0
6,5286,39,116.367856,39.899995,695.0475607660119,342799184.0
7,5299,39,116.352859,39.897914,645.2598681518264,342799184.0
8,5300,39,116.357034,39.89649,547.2895279057976,342799184.0
9,5428,40,116.368182,39.906166,782.3429857820796,342799184.0
10,5771,41,116.3537816,39.8979733,565.7330551620523,342799184.0
11,5772,41,116.3537083,39.8979983,574.4098405657741,342799184.0
12,5809,41,116.3505366,39.90245,794.1879054752669,342799184.0
13,7537,66,116.351298,39.90596,293.6685885812908,342799184.0
14,8852,84,116.350536,39.898138,549.6198469787182,342799184.0
